dataset_of_80s_track,dataset_of_80s_artist,dataset_of_80s_uri,dataset_of_80s_danceability,dataset_of_80s_energy,dataset_of_80s_key,dataset_of_80s_loudness,dataset_of_80s_mode,dataset_of_80s_speechiness,dataset_of_80s_acousticness,dataset_of_80s_instrumentalness,dataset_of_80s_liveness,dataset_of_80s_valence,dataset_of_80s_tempo,dataset_of_80s_duration_ms,dataset_of_80s_time_signature,dataset_of_80s_chorus_hit,dataset_of_80s_sections,dataset_of_80s_target,dataset_of_80s_id_ano
A Carrot Is As Close As A Rabbit Gets To A Diamond - 2006 Digital Remaster,Captain Beefheart & His Magic Band,spotify:track:3ms17iWVIXFB65l2QnJjh4,"0,767","0,11",0,"-16,2",1,"0,0864","0,947","0,855","0,0686","0,673","101,845",98128,3,"50,38475",4,0,5
A Cry Is Heard,Demolition Man,spotify:track:6ceADw5iR5Bcbd2q457lG8,"0,665","0,595",0,"-9,548",0,"0,162","0,529",0,"0,337","0,671","76,741",241907,4,"42,25544",10,0,5
A Day Together - Somewhere In Time/Soundtrack Version,John Barry,spotify:track:0yWDaKOFVtbBztfEGE8TLH,"0,0914","0,155",0,"-18,33",1,"0,0359","0,924","0,838","0,102","0,0635","83,973",368773,3,"42,33891",17,0,5
A Fine Fine Day,Tony Carey,spotify:track:5091oN6DGFSX8vfZsJyJij,"0,639","0,579",8,"-9,326",1,"0,0342","0,0591","0,00394","0,769","0,754","113,225",265600,4,"49,92918",13,1,5
A Little Good News,Anne Murray,spotify:track:5dFkgiFjPIsY7HWxsAV5h3,"0,609","0,471",0,"-8,115",1,"0,036","0,558",0,"0,0277","0,546","71,217",188307,4,"22,53554",9,1,5
A Love Song,Kenny Rogers,spotify:track:3UAbTey1XDtdb9EKQq1lXf,"0,411","0,182",1,"-18,777",1,"0,0333","0,787","5,97E-05","0,14","0,18","173,201",197707,4,"30,25838",11,1,5
A Rafael de León,Carlos Cano,spotify:track:55qLODghCA6T8nkHC4jZHA,"0,382","0,308",4,"-9,938",1,"0,0389","0,96","5,57E-05","0,108","0,323","93,252",350267,4,"34,30581",16,0,5
A Rock And A Hard Place,Sisters of Mercy,spotify:track:5qlHGUwHMgO0x9iQ7R7wV2,"0,676","0,94",0,"-14,304",1,"0,0411","0,00785","0,228","0,122","0,814","133,734",215467,4,"38,92427",10,0,5
A Trick Of The Night,Bananarama,spotify:track:23uzQCHKEArHACuIZ9598I,"0,605","0,81",5,"-4,956",1,"0,0248","0,0861","0,000707","0,424","0,74","112,198",248573,4,"54,08498",10,1,5
A World Without Heroes,KISS,spotify:track:2bCBrhZdfdHnDucyQcyp42,"0,588","0,361",4,"-9,475",0,"0,0314","0,577","4,76E-06","0,132","0,396","115,311",160667,4,"42,81683",9,1,5
Aaj Sanwariya,Kanchan,spotify:track:2YZlMlkfJXP35Jmb7DZNU9,"0,688","0,526",1,"-12,186",1,"0,0357","0,267","0,000239","0,27","0,868","106,672",261747,4,"56,93683",13,0,5
Abacab,Genesis,spotify:track:10ThhPNj7E31iHGR0jTfeP,"0,702","0,687",0,"-9,25",1,"0,032","0,0195","0,329","0,076","0,175","130,711",418147,4,"28,44475",18,1,5
Abadabadango,Kim Carnes,spotify:track:6Xh5kq8X2wd5RIGrC8VFGF,"0,627","0,936",2,"-7,935",1,"0,0406","0,126",0,"0,131","0,818","127,945",228507,4,"30,95",14,1,5
Açaí,Gal Costa,spotify:track:0P44GGC0uTNGqgIU7l6YLh,"0,386","0,279",3,"-17,136",1,"0,047","0,752",0,"0,194","0,533","172,294",180533,4,"24,60616",8,0,5
Addicted To Love,Robert Palmer,spotify:track:5izGeTxueiFX1UPFGohY9w,"0,702","0,578",2,"-13,415",1,"0,031","0,382","5,89E-06","0,0425","0,975","111,617",363640,4,"40,80441",19,1,5
Addiction,Skinny Puppy,spotify:track:0TVjpDJ9Vxjg8W4yeYE5A6,"0,642","0,791",2,"-12,816",1,"0,034","0,007","0,000603","0,198","0,581","109,669",361333,4,"24,17049",17,0,5
After You,Dionne Warwick,spotify:track:5Cxv11eVuzxA2uQGlEIitQ,"0,354","0,316",2,"-9,798",1,"0,0262","0,137","4,21E-05","0,111","0,215","65,833",241440,4,"21,88173",10,1,5
Aisi Lagi Lagan,Anup Jalota,spotify:track:3V2CghQkKYjsbm24tAWJtn,"0,622","0,525",3,"-10,969",0,"0,0478","0,826",0,"0,121","0,54","130,024",319627,3,"24,41749",11,0,5
Akiwowo,Babatunde Olatunji,spotify:track:1YYeZRDm9jyew2sG3Nqt4b,"0,605","0,814",4,"-15,433",0,"0,0467","0,0118","0,122","0,0411","0,823","115,71",465640,4,"77,99401",20,0,5
Albtraum,Slime,spotify:track:3aX91W3YjctFmddWCJXpXy,"0,282","0,984",0,"-4,711",1,"0,169","0,00466","0,00185","0,735","0,175","112,375",179413,4,"50,64747",8,0,5
All Cried Out,Lisa Lisa And Cult Jam With Full Force Featuring Paul Anthony & Bow Legged Lou,spotify:track:0046quUYhSAFccrKIC3Iht,"0,48","0,435",1,"-9,959",1,"0,0305","0,207","5,83E-06","0,196","0,328","144,435",284973,4,"22,2119",14,1,5
All My Life,Kenny Rogers,spotify:track:3YWulDdpSxw6fKKLmUP2pa,"0,263","0,379",5,"-12,391",1,"0,0314","0,319","1,05E-06","0,128","0,0907","176,241",233773,4,"23,88757",9,1,5
All Night With Me,Laura Branigan,spotify:track:53AzqGDlUTHQX2nHPrcX9n,"0,64","0,499",7,"-6,093",1,"0,031","0,289","3,86E-05","0,0955","0,306","82,401",232106,4,"28,05109",10,1,5
All Over The World,Trouble Funk,spotify:track:3NpSV8rzfwPyuzunwTe0XG,"0,789","0,556",7,"-13,494",1,"0,0851","0,0571","2,09E-06","0,0631","0,928","95,354",256000,4,"41,30688",14,0,5
All Right,Christopher Cross,spotify:track:5tE2kEW1Jom3Qc93UPBT79,"0,711","0,647",6,"-5,225",0,"0,0353","0,17",0,"0,234","0,504","132,752",253653,4,"28,58522",10,1,5
All This Love,Debarge,spotify:track:6ABtlkvl08XQo6Xu24FJaf,"0,452","0,674",5,"-5,636",0,"0,0355","0,151","1,09E-06","0,094","0,428","187,159",352587,4,"31,5658",17,1,5
All Those Years Ago,George Harrison,spotify:track:32fKHW6Eac4yBXn9WY7Aic,"0,555","0,639",2,"-6,832",1,"0,033","0,137","1,98E-05","0,0733","0,518","125,77",227320,4,"41,1398",11,1,5
All Through The Night,Cyndi Lauper,spotify:track:2CIDqYfIYfl9vx02wIyCG9,"0,573","0,65",8,"-5,934",1,"0,0257","0,201","1,58E-06","0,048","0,346","95,1",272840,4,"26,69016",10,1,5
All Touch,Rough Trade,spotify:track:2weRgumdjR4weGfvmjS1v3,"0,755","0,493",11,"-16,184",0,"0,038","0,0141","3,77E-06","0,0765","0,868","136,622",212667,4,"25,19648",11,1,5
All You Gotta Do Is Say,The Prisoners,spotify:track:0Am4m8SBquJ2MrTfjBxeBf,"0,152","0,76",2,"-7,993",1,"0,0458","0,0726","3,63E-05","0,132","0,424","169,815",154280,4,"40,28557",8,0,5
All-Boy All-Girl,Arthur Russell,spotify:track:1WaTs5OShZF8n3xgFrVYDD,"0,768","0,191",5,"-19,233",0,"0,046","0,2","0,207","0,216","0,439","138,798",223600,4,"47,92506",9,0,5
Alphabet St.,Prince,spotify:track:1ZKRSod81afokMnynrquOE,"0,813","0,925",0,"-8,405",1,"0,0811","0,326","0,287","0,259","0,667","104,323",145013,4,"37,90064",7,1,5
Always On My Mind,Pet Shop Boys,spotify:track:2SWn864dJI5RNyrp3F4Kp1,"0,533","0,889",7,"-4,566",1,"0,0362","0,00366","0,0593","0,338","0,579","124,768",237653,4,"34,86905",9,1,5
Always Returning - Remastered 2005,Brian Eno,spotify:track:1ps5sx71OhHiBVmGiKQSne,"0,299","0,114",10,"-24,355",1,"0,042","0,687","0,859","0,0764","0,131","70,729",244181,4,"32,8776",9,0,5
Always There For You,Stryper,spotify:track:59hnyuDKrI9e1F4GimuDQ9,"0,539","0,727",8,"-9,945",1,"0,0313","0,00269","5,39E-05","0,0496","0,577","117,577",250040,4,"38,37454",11,1,5
Amar y Querer,José José,spotify:track:1FJhxxsnp9JLvMJIHNvGtF,"0,484","0,32",9,"-15,424",0,"0,0331","0,743",0,"0,756","0,338","66,292",186667,4,"22,68051",8,0,5
Amor de Medianoche,Luis Enrique,spotify:track:2ifRgfHS9i7GUckSgS0y68,"0,548","0,546",7,"-10,971",1,"0,0457","0,54","4,25E-05","0,0947","0,831","103,736",341693,4,"32,45677",15,0,5
Amor y Alegria,Luis Enrique,spotify:track:5YUmhkyMofjeZF24IagoGU,"0,645","0,629",2,"-9,57",1,"0,0399","0,367","3,94E-06","0,15","0,894","93,143",290373,4,"46,48428",14,0,5
An Ending (Ascent) - Remastered 2005,Brian Eno,spotify:track:1vgSaC0BPlL6LEm4Xsx59J,"0,257","0,0906",8,"-25,381",1,"0,07","0,932","0,985","0,0786","0,0451","67,46",266200,3,"43,42517",11,0,5
And Love Goes On,"Earth, Wind & Fire",spotify:track:4fLyo0TfSm6eZuYpK33Wye,"0,72","0,626",11,"-10,509",1,"0,035","0,201","4,57E-05","0,0575","0,913","123,029",244787,4,"32,63337",13,1,5
And The Night Stood Still,Dion,spotify:track:59pDN7GbnAgrMNHk5Cb7ua,"0,672","0,669",4,"-12,357",1,"0,0272","0,0315",0,"0,12","0,895","127,39",270307,4,"80,27888",13,1,5
And the Same,Fugazi,spotify:track:6JPcT2uMbQzmdp6VJFa9bA,"0,387","0,875",4,"-5,144",0,"0,0536","0,0027","0,41","0,396","0,77","133,35",207093,4,"20,25968",9,0,5
Anguish,Psyche,spotify:track:40FoLHHrNVqkZQ0oav8Jxv,"0,834","0,667",9,"-13,074",0,"0,0666","0,00885","0,0122","0,128","0,375","120,056",202840,4,"17,977",10,0,5
Ansinnen,Roedelius,spotify:track:3vOraJTngFyGkWyFdLRlKL,"0,239","0,133",11,"-14,488",1,"0,0416","0,97","0,00026","0,157","0,141","65,268",62150,4,"23,09348",3,0,5
Answering Machine,Rupert Holmes,spotify:track:5Qo14bQqTK9iGbf2g6JUjL,"0,775","0,488",0,"-15,044",1,"0,123","0,24",0,"0,0368","0,961","81,158",215200,4,"28,65643",9,1,5
Anti-Nuclear Blues,Louisiana Red,spotify:track:0TYWd4mJybsMFwYwwOYneU,"0,62","0,109",2,"-18,929",1,"0,065","0,769","8,69E-05","0,118","0,393","171,355",223667,4,"26,16769",12,0,5
Apollo Jazz,Éric Serra,spotify:track:5r2kqKuAxrVhA5OtFB0YdE,"0,592","0,444",0,"-10,089",1,"0,0251","0,522","0,0092","0,261","0,385","129,967",152547,4,"32,21744",7,0,5
Apparition de l'Eglise Eternelle,Olivier Messiaen,spotify:track:2xYFaM5oEDrYkZCEj2KPEY,"0,0687","0,11",5,"-13,857",1,"0,0357","0,205","0,775","0,0922","0,0293","76,92",686160,4,"73,57086",35,0,5
Århundradets brott,Imperiet,spotify:track:6X0qFb1vmFoSZoHyZhUZci,"0,702","0,566",7,"-9,148",1,"0,0271","0,00411","0,00276","0,297","0,77","116,228",321307,4,"38,86786",16,0,5
Armageddon It,Def Leppard,spotify:track:16MQZkAIAAtI4X5NuiEwuq,"0,65","0,921",9,"-6,014",1,"0,0359","0,000798","0,0298","0,134","0,648","119,8",322867,4,"25,35654",17,1,5
As The Rhyme Goes On - Pumpin' The Turbo - Chad Jay In Effect Version,Eric B. & Rakim,spotify:track:5ZZ28lPEooHaxMPEV14ICC,"0,821","0,765",1,"-8,567",1,"0,227","0,00726","0,00933","0,381","0,598","92,815",370360,4,"44,4724",17,0,5
Ask Me,Beat Happening,spotify:track:1o8KxhMZfYLxMOoxw8uA9R,"0,648","0,0954",8,"-15,103",1,"0,115","0,896",0,"0,343","0,338","109,434",58760,4,"37,14575",4,0,5
Assult Attack,Brighton Rock,spotify:track:03MRsjdYOvP4XLpyuOwdTO,"0,444","0,633",7,"-14,882",1,"0,0371","0,0148","0,000106","0,197","0,347","131,154",256507,4,"58,91569",11,0,5
At This Moment,Billy Vera & The Beaters,spotify:track:6LDRTOMCSx81hKXAk1LuHd,"0,578","0,286",6,"-7,371",1,"0,0421","0,864","2,68E-05","0,168","0,16","80,975",234507,3,"57,16956",7,1,5
Athol-brose,Cocteau Twins,spotify:track:6FwoAekQelrCxhP9tVu1ju,"0,481","0,625",5,"-5,816",1,"0,0383","0,000574","0,788","0,124","0,437","120,078",179280,4,"40,73267",8,0,5
Autograph,John Denver,spotify:track:5dG5bJ3e2cTRpNPZNnP8yt,"0,472","0,259",7,"-14,038",1,"0,0278","0,275","0,000341","0,105","0,492","84,451",220040,4,"45,88284",11,1,5
Avec le temps,Léo Ferré,spotify:track:4cncK4CmE3lW8DMCsj2494,"0,403","0,18",9,"-14,629",0,"0,0359","0,87","0,00866","0,116","0,153","116,178",264267,3,"31,0005",14,0,5
Ay Amor,Ana Gabriel,spotify:track:0fC6Szw2CX8XZYsydOLmVC,"0,485","0,528",6,"-12,048",1,"0,0331","0,463",0,"0,0755","0,382","149,119",201040,4,"24,17975",13,0,5
Azul,Gal Costa,spotify:track:6VeAUISn8bNaW4OUa2oWi2,"0,662","0,441",2,"-14,524",0,"0,0374","0,78","3,3E-05","0,312","0,766","119,88",223800,4,"65,00914",8,0,5
B Minor Waltz - Remastered,Bill Evans,spotify:track:5S10I8WhtpaT3uS7AaPYZG,"0,348","0,194",11,"-16,429",0,"0,0437","0,938","0,934","0,131","0,101","76,568",196027,4,"20,7075",10,0,5
Baby Come To Me,Regina Belle,spotify:track:0bn2lpkVhI3Vp9d0g0q8W9,"0,381","0,707",0,"-8,869",0,"0,162","0,104",0,"0,369","0,605","167,817",249973,4,"57,13869",13,1,5
Back To The Bullet,Saraya,spotify:track:0vFOxSmQ2DvSlqeicQFGZO,"0,406","0,779",1,"-8,454",0,"0,0337","0,0261","2,71E-06","0,115","0,47","106,018",229840,4,"25,29697",11,1,5
Baltic Ice: Breaker,bel canto,spotify:track:113dw8kaFLjjIOSHz63Nib,"0,522","0,315",11,"-16,892",0,"0,0311","0,898","0,639","0,404","0,216","99,334",283413,4,"33,52728",11,0,5
Bang The Drum All Day,Todd Rundgren,spotify:track:54EvqHberbpzMu7nu8hs9S,"0,639","0,752",2,"-12,454",1,"0,0451","0,541",0,"0,0453","0,966","143,086",215400,4,"50,14833",10,1,5
Barricade - 1985 Recording,Brighton Rock,spotify:track:64VElWePQ7BS7buY5paP52,"0,636","0,873",11,"-7,487",0,"0,0423","0,112",0,"0,133","0,619","133,912",182573,4,"46,95242",7,0,5
Basketball,Kurtis Blow,spotify:track:6IXANTg9CWP73yEXqTHkBx,"0,875","0,508",7,"-12,308",1,"0,0832","0,0209","0,00261","0,227","0,82","104,361",386040,4,"35,30126",18,1,5
Batman Theme Reprise,Danny Elfman,spotify:track:7nAekyCLAz6FQjG5RlNbb7,"0,357","0,407",5,"-16,173",0,"0,0353","0,545","0,927","0,0766","0,175","73,54",87707,4,"22,43842",4,0,5
Battleship Chains,The Georgia Satellites,spotify:track:0dJEQ01IPN4ukqRsPrm4ab,"0,502","0,87",0,"-7,705",1,"0,0324","0,000522","0,00299","0,39","0,877","130,405",177215,4,"28,90195",12,1,5
Be Bop Logic,Artefact,spotify:track:6Es3vXVZBENhjbtZTitAAW,"0,781","0,819",2,"-8,314",1,"0,137","0,297","0,00092","0,174","0,916","91,888",122506,4,"40,67611",5,0,5
Beat Of A Heart,Scandal Featuring Patty Smyth,spotify:track:0OfVwXZDV0hCzZkLORQP9R,"0,61","0,551",2,"-13,003",0,"0,0471","0,0323","3,43E-05","0,0909","0,754","128,516",285600,4,"30,90346",12,1,5
Before I Go,Starship,spotify:track:5yYYnayajHu9jM6CPo3NmO,"0,744","0,816",9,"-4,968",1,"0,0367","0,124",0,"0,343","0,623","115,388",314853,4,"54,97738",9,1,5
Being With You,Smokey Robinson,spotify:track:5khAYmr8HHFwI3sp0Lw9wp,"0,649","0,434",0,"-9,529",0,"0,0267","0,764","2,44E-06","0,0822","0,572","108,754",246960,4,"53,18318",7,1,5
Bermuda,Roky Erickson,spotify:track:4JYS8uR1YdfDwcpC1sZ7Bj,"0,314","0,915",4,"-6,537",1,"0,169","0,0151","1,92E-05","0,347","0,682","160,406",192387,4,"53,75095",10,0,5
Betcha Say That,Gloria Estefan & Miami Sound Machine,spotify:track:6k6bwPqngQMFBpoimRV7ID,"0,812","0,696",3,"-11,087",1,"0,046","0,418","0,0103","0,471","0,863","124,995",276667,4,"40,33516",11,1,5
Bette Davis Eyes,Kim Carnes,spotify:track:0odIT9B9BvOCnXfS0e4lB5,"0,675","0,649",5,"-10,271",1,"0,0319","0,0204",0,"0,0959","0,596","116,624",228000,4,"42,02573",9,1,5
Better Be Good To Me,Tina Turner,spotify:track:4N5HyZ1PlXuP6sryIa4hOQ,"0,748","0,722",8,"-6,499",1,"0,0347","0,0344","0,0164","0,0857","0,835","120,678",312387,4,"44,48006",15,1,5
Betty And Dupree's Blues,Sonny Terry,spotify:track:7IkEl1cii6VumSmWsmNJCL,"0,377","0,142",5,"-15,266",1,"0,0345","0,783","0,000723","0,186","0,481","80,082",374440,4,"34,93304",18,0,5
Between the Lines,Flamin' Groovies,spotify:track:5kKnDzFmC3PaPu9ncdxren,"0,48","0,843",9,"-9,133",1,"0,0392","0,000232","0,0936","0,102","0,608","137,48",255173,4,"57,6442",10,0,5
Big Dumb Sex,Soundgarden,spotify:track:4Ga9JTnUnuI0Tm00ouOjvL,"0,268","0,849",6,"-9,531",0,"0,0633","0,00454","0,000574","0,547","0,499","175,497",251040,4,"31,92326",12,0,5
Big Mistake,Peter Cetera,spotify:track:4xP9idy2nfJTJMnba8LY55,"0,729","0,648",1,"-13,057",0,"0,0304","0,0743","0,0065","0,115","0,882","134,603",342560,4,"54,85317",17,1,5
Big Spike Hammer,The Bluegrass Album Band,spotify:track:0rs8TrBde7bahZ3mt0y8kV,"0,597","0,566",11,"-12,943",1,"0,0335","0,508","0,0137","0,174","0,854","121,984",181307,4,"41,23707",10,0,5
Black Dog,Newcity Rockers,spotify:track:3F92HdpLwf09U4qBPegoCs,"0,55","0,747",9,"-8,687",0,"0,0328","0,000669","0,000414","0,0831","0,805","95,476",238167,4,"57,39448",9,1,5
Blaze Of Glory,Kenny Rogers,spotify:track:0WCCGUX0xb3I7yl0x5MAxq,"0,589","0,445",2,"-11,557",1,"0,0895","0,269",0,"0,0556","0,671","177,665",153867,4,"31,41714",9,1,5
Blind Hearts,Clan of Xymox,spotify:track:5tdN5yvx0qPq1PCKS76bLW,"0,538","0,803",7,"-9,98",1,"0,0386","0,00253","0,598","0,309","0,429","126,165",261307,4,"50,31121",13,0,5
Bluegrass Itch,David Grier,spotify:track:5QdNXSlzJFS4U1BxBaSRRm,"0,419","0,582",2,"-16,638",1,"0,0317","0,586","0,972","0,21","0,968","148,662",141907,4,"26,96939",8,0,5
Bluest Man In Town,Bill Monroe,spotify:track:6sQPv702DO9qADqgIordF5,"0,418","0,179",11,"-18,806",1,"0,035","0,591","0,000255","0,0751","0,49","97,378",245707,3,"89,09759",10,0,5
Body and Soul - 1996 Remastered - Take 2,Benny Goodman Trio,spotify:track:44A3gCwhADwREEqnG2Yj5o,"0,676","0,0905",10,"-21,941",0,"0,0387","0,995","0,896","0,122","0,551","95,975",207400,4,"24,23485",12,0,5
Bonfire,Beat Happening,spotify:track:7IaH0iCAhXKk2wWhXjya1p,"0,508","0,625",9,"-9,736",0,"0,032","0,162","0,786","0,139","0,821","80,27",192933,4,"57,71543",7,0,5
Boogie on Go-Go Woman - Live,Chuck Brown and the Soul Searchers,spotify:track:2NHLjxMzNonl1Vx4eUloGV,"0,61","0,87",1,"-12,198",1,"0,0415","0,00636","0,802","0,0819","0,889","90,465",422600,4,"20,96717",20,0,5
Book's Sorrow,Maurice Jarre,spotify:track:4qkbNfUiMczBoKHmxpABCQ,"0,157","0,0802",11,"-21,306",0,"0,0343","0,774","0,981","0,0995","0,0713","60,863",166000,4,"32,68518",6,0,5
Born In East L.A.,Cheech & Chong,spotify:track:4bsKq1IYsd4lt3UsegYigL,"0,619","0,659",0,"-11,89",1,"0,0491","0,265",0,"0,163","0,731","121,679",292827,4,"33,01431",16,1,5
Bottle of Smoke,The Pogues,spotify:track:1UEM1odhWQbVoUMw4WkZdR,"0,44","0,82",0,"-12,919",1,"0,0385","0,0416","0,000212","0,0964","0,941","147,853",167333,4,"47,33817",8,0,5
Bound to Fail,Accept,spotify:track:2yWt8SwMucAsGHskhiwR7s,"0,199","0,786",7,"-11,602",1,"0,0624","0,0101","0,0232","0,152","0,595","114,229",306360,4,"41,46746",12,0,5
Boys Do Fall In Love,Robin Gibb,spotify:track:3kkWD4jESZLL9eXrzJypGH,"0,829","0,604",0,"-14,044",1,"0,0304","0,118","1,62E-05","0,0746","0,881","125,332",227281,4,"34,73104",12,1,5
Boys from the County Hell,The Pogues,spotify:track:5rjkL3TSzZTCDUA1SqWB6U,"0,529","0,781",7,"-8,54",1,"0,0586","0,0208",0,"0,157","0,667","136,082",176453,4,"63,20191",6,0,5
Brilliant Disguise,Bruce Springsteen,spotify:track:0nqbZ17t9v52SCemAm1QP0,"0,703","0,726",9,"-12,438",1,"0,029","0,152","1,45E-06","0,0319","0,949","126,353",254840,4,"56,38817",11,1,5
Bringin' On The Heartbreak,Def Leppard,spotify:track:7iEVmnzJr1V7duYKPWplzp,"0,329","0,676",9,"-9,036",0,"0,0324","0,0366",0,"0,18","0,529","78,217",273733,4,"45,3859",8,1,5
Broken Home. Broken Heart,Hüsker Dü,spotify:track:2Twggsyx88sGi0kDLdjhQF,"0,354","0,987",11,"-10,938",0,"0,0632","0,00054","9,22E-05","0,363","0,223","117,112",124507,4,"35,16435",8,0,5
Broken Wings,Mr. Mister,spotify:track:78FHUZRbFDCG6VkRAQdFLm,"0,286","0,5",1,"-14,281",0,"0,0357","0,134","4,57E-05","0,108","0,443","99,162",343933,4,"13,30716",16,1,5
Brooklyn Girls,Robbie Dupree,spotify:track:2yzzxCBnrIq9etWnMsJi27,"0,644","0,637",4,"-8,859",1,"0,0308","0,216","2,6E-06","0,13","0,767","121,908",205240,4,"69,17045",8,1,5
Brunettes Are No Puppets,Lio,spotify:track:0gvxs4RhbUMEUH4PR7rzT6,"0,689","0,656",7,"-10,625",1,"0,0282","0,0362","5,78E-06","0,218","0,965","125,885",189080,4,"40,87991",10,0,5
Buffalo Stance,Neneh Cherry,spotify:track:3XWgwgbWDI56mf1Wl3cLzb,"0,708","0,627",1,"-11,155",1,"0,0614","0,0113","3,13E-05","0,338","0,764","107,248",342360,4,"29,36683",11,1,5
Burning Down The House,Talking Heads,spotify:track:2VNfJpwdEQBLyXajaa6LWT,"0,779","0,87",5,"-13,141",0,"0,0574","0,00644","0,0107","0,0399","0,555","102,689",241920,4,"48,78729",11,1,5
Burning Star,Helstar,spotify:track:5mcFpUiReW01p621kppweF,"0,231","0,971",2,"-4,072",1,"0,205","0,000278","3,56E-06","0,108","0,338","168,403",228307,4,"38,47396",14,0,5
